"","topic","language","term","platform","link","link_nr"
"6888","Bitcoin mining emissions","id","Emisi penambangan Bitcoin","dailymotion","_","3"
"6889","Bitcoin mining emissions","id","Emisi penambangan Bitcoin","dailymotion","_","4"
"6890","Morning glory pop-up spring","en","Morning glory pop-up spring","youtube","_","0"
"6891","Morning glory pop-up spring","en","Morning glory pop-up spring","youtube","_","1"
"6892","Morning glory pop-up spring","en","Morning glory pop-up spring","youtube","_","2"
"6893","Morning glory pop-up spring","en","Morning glory pop-up spring","youtube","_","3"
"6894","Morning glory pop-up spring","en","Morning glory pop-up spring","youtube","_","4"
"6895","Morning glory pop-up spring","en","Morning glory pop-up spring","dailymotion","_","0"
"6896","Morning glory pop-up spring","en","Morning glory pop-up spring","dailymotion","_","1"
"6897","Morning glory pop-up spring","en","Morning glory pop-up spring","dailymotion","_","2"
"6898","Morning glory pop-up spring","en","Morning glory pop-up spring","dailymotion","_","3"
"6899","Morning glory pop-up spring","en","Morning glory pop-up spring","dailymotion","_","4"
"6900","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","youtube","_","0"
"6901","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","youtube","_","1"
"6902","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","youtube","_","2"
"6903","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","youtube","_","3"
"6904","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","youtube","_","4"
"6905","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","dailymotion","_","0"
"6906","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","dailymotion","_","1"
"6907","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","dailymotion","_","2"
"6908","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","dailymotion","_","3"
"6909","Morning glory pop-up spring","zh-cn","牵牛花弹出春天","dailymotion","_","4"
"6910","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","youtube","_","0"
"6911","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","youtube","_","1"
"6912","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","youtube","_","2"
"6913","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","youtube","_","3"
"6914","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","youtube","_","4"
"6915","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","dailymotion","_","0"
"6916","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","dailymotion","_","1"
"6917","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","dailymotion","_","2"
"6918","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","dailymotion","_","3"
"6919","Morning glory pop-up spring","hi","मॉर्निंग ग्लोरी पॉप-अप स्प्रिंग","dailymotion","_","4"
"6920","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","youtube","_","0"
"6921","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","youtube","_","1"
"6922","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","youtube","_","2"
"6923","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","youtube","_","3"
"6924","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","youtube","_","4"
"6925","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","dailymotion","_","0"
"6926","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","dailymotion","_","1"
"6927","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","dailymotion","_","2"
"6928","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","dailymotion","_","3"
"6929","Morning glory pop-up spring","es","Primavera emergente de gloria de la mañana","dailymotion","_","4"
"6930","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","youtube","_","0"
"6931","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","youtube","_","1"
"6932","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","youtube","_","2"
"6933","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","youtube","_","3"
"6934","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","youtube","_","4"
"6935","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","dailymotion","_","0"
"6936","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","dailymotion","_","1"
"6937","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","dailymotion","_","2"
"6938","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","dailymotion","_","3"
"6939","Morning glory pop-up spring","ar","مجد الصباح المنبثقة الربيع","dailymotion","_","4"
"6940","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","youtube","_","0"
"6941","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","youtube","_","1"
"6942","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","youtube","_","2"
"6943","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","youtube","_","3"
"6944","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","youtube","_","4"
"6945","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","dailymotion","_","0"
"6946","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","dailymotion","_","1"
"6947","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","dailymotion","_","2"
"6948","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","dailymotion","_","3"
"6949","Morning glory pop-up spring","bn","সকালের গৌরব পপ-আপ বসন্ত","dailymotion","_","4"
"6950","Morning glory pop-up spring","fr","Morning glory pop-up printemps","youtube","_","0"
"6951","Morning glory pop-up spring","fr","Morning glory pop-up printemps","youtube","_","1"
"6952","Morning glory pop-up spring","fr","Morning glory pop-up printemps","youtube","_","2"
"6953","Morning glory pop-up spring","fr","Morning glory pop-up printemps","youtube","_","3"
"6954","Morning glory pop-up spring","fr","Morning glory pop-up printemps","youtube","_","4"
"6955","Morning glory pop-up spring","fr","Morning glory pop-up printemps","dailymotion","_","0"
"6956","Morning glory pop-up spring","fr","Morning glory pop-up printemps","dailymotion","_","1"
"6957","Morning glory pop-up spring","fr","Morning glory pop-up printemps","dailymotion","_","2"
"6958","Morning glory pop-up spring","fr","Morning glory pop-up printemps","dailymotion","_","3"
"6959","Morning glory pop-up spring","fr","Morning glory pop-up printemps","dailymotion","_","4"
"6960","Morning glory pop-up spring","ru","Ипомея всплывающая весна","youtube","_","0"
"6961","Morning glory pop-up spring","ru","Ипомея всплывающая весна","youtube","_","1"
"6962","Morning glory pop-up spring","ru","Ипомея всплывающая весна","youtube","_","2"
"6963","Morning glory pop-up spring","ru","Ипомея всплывающая весна","youtube","_","3"
"6964","Morning glory pop-up spring","ru","Ипомея всплывающая весна","youtube","_","4"
"6965","Morning glory pop-up spring","ru","Ипомея всплывающая весна","dailymotion","_","0"
"6966","Morning glory pop-up spring","ru","Ипомея всплывающая весна","dailymotion","_","1"
"6967","Morning glory pop-up spring","ru","Ипомея всплывающая весна","dailymotion","_","2"
"6968","Morning glory pop-up spring","ru","Ипомея всплывающая весна","dailymotion","_","3"
"6969","Morning glory pop-up spring","ru","Ипомея всплывающая весна","dailymotion","_","4"
"6970","Morning glory pop-up spring","pt","Manhã de primavera pop-up","youtube","_","0"
"6971","Morning glory pop-up spring","pt","Manhã de primavera pop-up","youtube","_","1"
"6972","Morning glory pop-up spring","pt","Manhã de primavera pop-up","youtube","_","2"
"6973","Morning glory pop-up spring","pt","Manhã de primavera pop-up","youtube","_","3"
"6974","Morning glory pop-up spring","pt","Manhã de primavera pop-up","youtube","_","4"
"6975","Morning glory pop-up spring","pt","Manhã de primavera pop-up","dailymotion","_","0"
"6976","Morning glory pop-up spring","pt","Manhã de primavera pop-up","dailymotion","_","1"
"6977","Morning glory pop-up spring","pt","Manhã de primavera pop-up","dailymotion","_","2"
"6978","Morning glory pop-up spring","pt","Manhã de primavera pop-up","dailymotion","_","3"
"6979","Morning glory pop-up spring","pt","Manhã de primavera pop-up","dailymotion","_","4"
"6980","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","youtube","_","0"
"6981","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","youtube","_","1"
"6982","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","youtube","_","2"
"6983","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","youtube","_","3"
"6984","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","youtube","_","4"
"6985","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","dailymotion","_","0"
"6986","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","dailymotion","_","1"
"6987","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","dailymotion","_","2"
"6988","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","dailymotion","_","3"
"6989","Morning glory pop-up spring","ur","صبح کی شان پاپ اپ موسم بہار۔","dailymotion","_","4"
"6990","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","youtube","_","0"
"6991","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","youtube","_","1"
"6992","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","youtube","_","2"
"6993","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","youtube","_","3"
"6994","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","youtube","_","4"
"6995","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","dailymotion","_","0"
"6996","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","dailymotion","_","1"
"6997","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","dailymotion","_","2"
"6998","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","dailymotion","_","3"
"6999","Morning glory pop-up spring","de","Morning Glory Pop-up Frühling","dailymotion","_","4"
"7000","Morning glory pop-up spring","jp","アサガオポップアップ春","youtube","_","0"
"7001","Morning glory pop-up spring","jp","アサガオポップアップ春","youtube","_","1"
"7002","Morning glory pop-up spring","jp","アサガオポップアップ春","youtube","_","2"
"7003","Morning glory pop-up spring","jp","アサガオポップアップ春","youtube","_","3"
"7004","Morning glory pop-up spring","jp","アサガオポップアップ春","youtube","_","4"
"7005","Morning glory pop-up spring","jp","アサガオポップアップ春","dailymotion","_","0"
"7006","Morning glory pop-up spring","jp","アサガオポップアップ春","dailymotion","_","1"
"7007","Morning glory pop-up spring","jp","アサガオポップアップ春","dailymotion","_","2"
"7008","Morning glory pop-up spring","jp","アサガオポップアップ春","dailymotion","_","3"
"7009","Morning glory pop-up spring","jp","アサガオポップアップ春","dailymotion","_","4"
"7010","Morning glory pop-up spring","id","Musim semi pop-up morning glory","youtube","_","0"
"7011","Morning glory pop-up spring","id","Musim semi pop-up morning glory","youtube","_","1"
"7012","Morning glory pop-up spring","id","Musim semi pop-up morning glory","youtube","_","2"
"7013","Morning glory pop-up spring","id","Musim semi pop-up morning glory","youtube","_","3"
"7014","Morning glory pop-up spring","id","Musim semi pop-up morning glory","youtube","_","4"
"7015","Morning glory pop-up spring","id","Musim semi pop-up morning glory","dailymotion","_","0"
"7016","Morning glory pop-up spring","id","Musim semi pop-up morning glory","dailymotion","_","1"
"7017","Morning glory pop-up spring","id","Musim semi pop-up morning glory","dailymotion","_","2"
"7018","Morning glory pop-up spring","id","Musim semi pop-up morning glory","dailymotion","_","3"
"7019","Morning glory pop-up spring","id","Musim semi pop-up morning glory","dailymotion","_","4"
"7020","archaea yellowstone park","en","archaea yellowstone park","youtube","_","0"
"7021","archaea yellowstone park","en","archaea yellowstone park","youtube","_","1"
"7022","archaea yellowstone park","en","archaea yellowstone park","youtube","_","2"
"7023","archaea yellowstone park","en","archaea yellowstone park","youtube","_","3"
"7024","archaea yellowstone park","en","archaea yellowstone park","youtube","_","4"
"7025","archaea yellowstone park","en","archaea yellowstone park","dailymotion","_","0"
"7026","archaea yellowstone park","en","archaea yellowstone park","dailymotion","_","1"
"7027","archaea yellowstone park","en","archaea yellowstone park","dailymotion","_","2"
"7028","archaea yellowstone park","en","archaea yellowstone park","dailymotion","_","3"
"7029","archaea yellowstone park","en","archaea yellowstone park","dailymotion","_","4"
"7030","archaea yellowstone park","zh-cn","古细菌黄石公园","youtube","_","0"
"7031","archaea yellowstone park","zh-cn","古细菌黄石公园","youtube","_","1"
"7032","archaea yellowstone park","zh-cn","古细菌黄石公园","youtube","_","2"
"7033","archaea yellowstone park","zh-cn","古细菌黄石公园","youtube","_","3"
"7034","archaea yellowstone park","zh-cn","古细菌黄石公园","youtube","_","4"
"7035","archaea yellowstone park","zh-cn","古细菌黄石公园","dailymotion","_","0"
"7036","archaea yellowstone park","zh-cn","古细菌黄石公园","dailymotion","_","1"
"7037","archaea yellowstone park","zh-cn","古细菌黄石公园","dailymotion","_","2"
"7038","archaea yellowstone park","zh-cn","古细菌黄石公园","dailymotion","_","3"
"7039","archaea yellowstone park","zh-cn","古细菌黄石公园","dailymotion","_","4"
"7040","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","youtube","_","0"
"7041","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","youtube","_","1"
"7042","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","youtube","_","2"
"7043","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","youtube","_","3"
"7044","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","youtube","_","4"
"7045","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","dailymotion","_","0"
"7046","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","dailymotion","_","1"
"7047","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","dailymotion","_","2"
"7048","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","dailymotion","_","3"
"7049","archaea yellowstone park","hi","आर्किया येलोस्टोन पार्क","dailymotion","_","4"
"7050","archaea yellowstone park","es","parque archaea yellowstone","youtube","_","0"
"7051","archaea yellowstone park","es","parque archaea yellowstone","youtube","_","1"
"7052","archaea yellowstone park","es","parque archaea yellowstone","youtube","_","2"
"7053","archaea yellowstone park","es","parque archaea yellowstone","youtube","_","3"
"7054","archaea yellowstone park","es","parque archaea yellowstone","youtube","_","4"
"7055","archaea yellowstone park","es","parque archaea yellowstone","dailymotion","_","0"
"7056","archaea yellowstone park","es","parque archaea yellowstone","dailymotion","_","1"
"7057","archaea yellowstone park","es","parque archaea yellowstone","dailymotion","_","2"
"7058","archaea yellowstone park","es","parque archaea yellowstone","dailymotion","_","3"
"7059","archaea yellowstone park","es","parque archaea yellowstone","dailymotion","_","4"
"7060","archaea yellowstone park","ar","حديقة يلوستون العتيقة","youtube","_","0"
"7061","archaea yellowstone park","ar","حديقة يلوستون العتيقة","youtube","_","1"
"7062","archaea yellowstone park","ar","حديقة يلوستون العتيقة","youtube","_","2"
"7063","archaea yellowstone park","ar","حديقة يلوستون العتيقة","youtube","_","3"
"7064","archaea yellowstone park","ar","حديقة يلوستون العتيقة","youtube","_","4"
"7065","archaea yellowstone park","ar","حديقة يلوستون العتيقة","dailymotion","_","0"
"7066","archaea yellowstone park","ar","حديقة يلوستون العتيقة","dailymotion","_","1"
"7067","archaea yellowstone park","ar","حديقة يلوستون العتيقة","dailymotion","_","2"
"7068","archaea yellowstone park","ar","حديقة يلوستون العتيقة","dailymotion","_","3"
"7069","archaea yellowstone park","ar","حديقة يلوستون العتيقة","dailymotion","_","4"
"7070","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","youtube","_","0"
"7071","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","youtube","_","1"
"7072","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","youtube","_","2"
"7073","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","youtube","_","3"
"7074","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","youtube","_","4"
"7075","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","dailymotion","_","0"
"7076","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","dailymotion","_","1"
"7077","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","dailymotion","_","2"
"7078","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","dailymotion","_","3"
"7079","archaea yellowstone park","bn","আর্কিয়া ইয়েলস্টোন পার্ক","dailymotion","_","4"
"7080","archaea yellowstone park","fr","parc archaea yellowstone","youtube","_","0"
"7081","archaea yellowstone park","fr","parc archaea yellowstone","youtube","_","1"
"7082","archaea yellowstone park","fr","parc archaea yellowstone","youtube","_","2"
"7083","archaea yellowstone park","fr","parc archaea yellowstone","youtube","_","3"
"7084","archaea yellowstone park","fr","parc archaea yellowstone","youtube","_","4"
"7085","archaea yellowstone park","fr","parc archaea yellowstone","dailymotion","_","0"
"7086","archaea yellowstone park","fr","parc archaea yellowstone","dailymotion","_","1"
"7087","archaea yellowstone park","fr","parc archaea yellowstone","dailymotion","_","2"
"7088","archaea yellowstone park","fr","parc archaea yellowstone","dailymotion","_","3"
"7089","archaea yellowstone park","fr","parc archaea yellowstone","dailymotion","_","4"
"7090","archaea yellowstone park","ru","архей йеллоустонский парк","youtube","_","0"
"7091","archaea yellowstone park","ru","архей йеллоустонский парк","youtube","_","1"
"7092","archaea yellowstone park","ru","архей йеллоустонский парк","youtube","_","2"
"7093","archaea yellowstone park","ru","архей йеллоустонский парк","youtube","_","3"
"7094","archaea yellowstone park","ru","архей йеллоустонский парк","youtube","_","4"
"7095","archaea yellowstone park","ru","архей йеллоустонский парк","dailymotion","_","0"
"7096","archaea yellowstone park","ru","архей йеллоустонский парк","dailymotion","_","1"
"7097","archaea yellowstone park","ru","архей йеллоустонский парк","dailymotion","_","2"
"7098","archaea yellowstone park","ru","архей йеллоустонский парк","dailymotion","_","3"
"7099","archaea yellowstone park","ru","архей йеллоустонский парк","dailymotion","_","4"
"7100","archaea yellowstone park","pt","Parque Archaea Yellowstone","youtube","_","0"
"7101","archaea yellowstone park","pt","Parque Archaea Yellowstone","youtube","_","1"
"7102","archaea yellowstone park","pt","Parque Archaea Yellowstone","youtube","_","2"
"7103","archaea yellowstone park","pt","Parque Archaea Yellowstone","youtube","_","3"
"7104","archaea yellowstone park","pt","Parque Archaea Yellowstone","youtube","_","4"
"7105","archaea yellowstone park","pt","Parque Archaea Yellowstone","dailymotion","_","0"
"7106","archaea yellowstone park","pt","Parque Archaea Yellowstone","dailymotion","_","1"
"7107","archaea yellowstone park","pt","Parque Archaea Yellowstone","dailymotion","_","2"
"7108","archaea yellowstone park","pt","Parque Archaea Yellowstone","dailymotion","_","3"
"7109","archaea yellowstone park","pt","Parque Archaea Yellowstone","dailymotion","_","4"
"7110","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","youtube","_","0"
"7111","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","youtube","_","1"
"7112","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","youtube","_","2"
"7113","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","youtube","_","3"
"7114","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","youtube","_","4"
"7115","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","dailymotion","_","0"
"7116","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","dailymotion","_","1"
"7117","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","dailymotion","_","2"
"7118","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","dailymotion","_","3"
"7119","archaea yellowstone park","ur","آرکیا یلو اسٹون پارک۔","dailymotion","_","4"
"7120","archaea yellowstone park","de","Archaea Yellowstone Park","youtube","_","0"
"7121","archaea yellowstone park","de","Archaea Yellowstone Park","youtube","_","1"
"7122","archaea yellowstone park","de","Archaea Yellowstone Park","youtube","_","2"
"7123","archaea yellowstone park","de","Archaea Yellowstone Park","youtube","_","3"
"7124","archaea yellowstone park","de","Archaea Yellowstone Park","youtube","_","4"
"7125","archaea yellowstone park","de","Archaea Yellowstone Park","dailymotion","_","0"
"7126","archaea yellowstone park","de","Archaea Yellowstone Park","dailymotion","_","1"
"7127","archaea yellowstone park","de","Archaea Yellowstone Park","dailymotion","_","2"
"7128","archaea yellowstone park","de","Archaea Yellowstone Park","dailymotion","_","3"
"7129","archaea yellowstone park","de","Archaea Yellowstone Park","dailymotion","_","4"
"7130","archaea yellowstone park","jp","古細菌イエローストーン公園","youtube","_","0"
"7131","archaea yellowstone park","jp","古細菌イエローストーン公園","youtube","_","1"
"7132","archaea yellowstone park","jp","古細菌イエローストーン公園","youtube","_","2"
"7133","archaea yellowstone park","jp","古細菌イエローストーン公園","youtube","_","3"
"7134","archaea yellowstone park","jp","古細菌イエローストーン公園","youtube","_","4"
"7135","archaea yellowstone park","jp","古細菌イエローストーン公園","dailymotion","_","0"
"7136","archaea yellowstone park","jp","古細菌イエローストーン公園","dailymotion","_","1"
"7137","archaea yellowstone park","jp","古細菌イエローストーン公園","dailymotion","_","2"
"7138","archaea yellowstone park","jp","古細菌イエローストーン公園","dailymotion","_","3"
"7139","archaea yellowstone park","jp","古細菌イエローストーン公園","dailymotion","_","4"
"7140","archaea yellowstone park","id","taman batu kuning archaea","youtube","_","0"
"7141","archaea yellowstone park","id","taman batu kuning archaea","youtube","_","1"
"7142","archaea yellowstone park","id","taman batu kuning archaea","youtube","_","2"
"7143","archaea yellowstone park","id","taman batu kuning archaea","youtube","_","3"
"7144","archaea yellowstone park","id","taman batu kuning archaea","youtube","_","4"
"7145","archaea yellowstone park","id","taman batu kuning archaea","dailymotion","_","0"
"7146","archaea yellowstone park","id","taman batu kuning archaea","dailymotion","_","1"
"7147","archaea yellowstone park","id","taman batu kuning archaea","dailymotion","_","2"
"7148","archaea yellowstone park","id","taman batu kuning archaea","dailymotion","_","3"
"7149","archaea yellowstone park","id","taman batu kuning archaea","dailymotion","_","4"
"7150","Borgs","en","Borgs","youtube","_","0"
"7151","Borgs","en","Borgs","youtube","_","1"
"7152","Borgs","en","Borgs","youtube","_","2"
"7153","Borgs","en","Borgs","youtube","_","3"
"7154","Borgs","en","Borgs","youtube","_","4"
"7155","Borgs","en","Borgs","dailymotion","_","0"
"7156","Borgs","en","Borgs","dailymotion","_","1"
"7157","Borgs","en","Borgs","dailymotion","_","2"
"7158","Borgs","en","Borgs","dailymotion","_","3"
"7159","Borgs","en","Borgs","dailymotion","_","4"
"7160","Borgs","zh-cn","博格斯","youtube","_","0"
"7161","Borgs","zh-cn","博格斯","youtube","_","1"
"7162","Borgs","zh-cn","博格斯","youtube","_","2"
"7163","Borgs","zh-cn","博格斯","youtube","_","3"
"7164","Borgs","zh-cn","博格斯","youtube","_","4"
"7165","Borgs","zh-cn","博格斯","dailymotion","_","0"
"7166","Borgs","zh-cn","博格斯","dailymotion","_","1"
"7167","Borgs","zh-cn","博格斯","dailymotion","_","2"
"7168","Borgs","zh-cn","博格斯","dailymotion","_","3"
"7169","Borgs","zh-cn","博格斯","dailymotion","_","4"
"7170","Borgs","hi","बोर्गो","youtube","_","0"
"7171","Borgs","hi","बोर्गो","youtube","_","1"
"7172","Borgs","hi","बोर्गो","youtube","_","2"
"7173","Borgs","hi","बोर्गो","youtube","_","3"
"7174","Borgs","hi","बोर्गो","youtube","_","4"
"7175","Borgs","hi","बोर्गो","dailymotion","_","0"
"7176","Borgs","hi","बोर्गो","dailymotion","_","1"
"7177","Borgs","hi","बोर्गो","dailymotion","_","2"
"7178","Borgs","hi","बोर्गो","dailymotion","_","3"
"7179","Borgs","hi","बोर्गो","dailymotion","_","4"
"7180","Borgs","es","Borgs","youtube","_","0"
"7181","Borgs","es","Borgs","youtube","_","1"
"7182","Borgs","es","Borgs","youtube","_","2"
"7183","Borgs","es","Borgs","youtube","_","3"
"7184","Borgs","es","Borgs","youtube","_","4"
"7185","Borgs","es","Borgs","dailymotion","_","0"
"7186","Borgs","es","Borgs","dailymotion","_","1"
"7187","Borgs","es","Borgs","dailymotion","_","2"
"7188","Borgs","es","Borgs","dailymotion","_","3"
"7189","Borgs","es","Borgs","dailymotion","_","4"
"7190","Borgs","ar","بورغس","youtube","_","0"
"7191","Borgs","ar","بورغس","youtube","_","1"
"7192","Borgs","ar","بورغس","youtube","_","2"
"7193","Borgs","ar","بورغس","youtube","_","3"
"7194","Borgs","ar","بورغس","youtube","_","4"
"7195","Borgs","ar","بورغس","dailymotion","_","0"
"7196","Borgs","ar","بورغس","dailymotion","_","1"
"7197","Borgs","ar","بورغس","dailymotion","_","2"
"7198","Borgs","ar","بورغس","dailymotion","_","3"
"7199","Borgs","ar","بورغس","dailymotion","_","4"
"7200","Borgs","bn","Borgs","youtube","_","0"
"7201","Borgs","bn","Borgs","youtube","_","1"
"7202","Borgs","bn","Borgs","youtube","_","2"
"7203","Borgs","bn","Borgs","youtube","_","3"
"7204","Borgs","bn","Borgs","youtube","_","4"
"7205","Borgs","bn","Borgs","dailymotion","_","0"
"7206","Borgs","bn","Borgs","dailymotion","_","1"
"7207","Borgs","bn","Borgs","dailymotion","_","2"
"7208","Borgs","bn","Borgs","dailymotion","_","3"
"7209","Borgs","bn","Borgs","dailymotion","_","4"
"7210","Borgs","fr","Borgs","youtube","_","0"
"7211","Borgs","fr","Borgs","youtube","_","1"
"7212","Borgs","fr","Borgs","youtube","_","2"
"7213","Borgs","fr","Borgs","youtube","_","3"
"7214","Borgs","fr","Borgs","youtube","_","4"
"7215","Borgs","fr","Borgs","dailymotion","_","0"
"7216","Borgs","fr","Borgs","dailymotion","_","1"
"7217","Borgs","fr","Borgs","dailymotion","_","2"
"7218","Borgs","fr","Borgs","dailymotion","_","3"
"7219","Borgs","fr","Borgs","dailymotion","_","4"
"7220","Borgs","ru","Борги","youtube","_","0"
"7221","Borgs","ru","Борги","youtube","_","1"
"7222","Borgs","ru","Борги","youtube","_","2"
"7223","Borgs","ru","Борги","youtube","_","3"
"7224","Borgs","ru","Борги","youtube","_","4"
"7225","Borgs","ru","Борги","dailymotion","_","0"
"7226","Borgs","ru","Борги","dailymotion","_","1"
"7227","Borgs","ru","Борги","dailymotion","_","2"
"7228","Borgs","ru","Борги","dailymotion","_","3"
"7229","Borgs","ru","Борги","dailymotion","_","4"
"7230","Borgs","pt","Borgs","youtube","_","0"
"7231","Borgs","pt","Borgs","youtube","_","1"
"7232","Borgs","pt","Borgs","youtube","_","2"
"7233","Borgs","pt","Borgs","youtube","_","3"
"7234","Borgs","pt","Borgs","youtube","_","4"
"7235","Borgs","pt","Borgs","dailymotion","_","0"
"7236","Borgs","pt","Borgs","dailymotion","_","1"
"7237","Borgs","pt","Borgs","dailymotion","_","2"
"7238","Borgs","pt","Borgs","dailymotion","_","3"
"7239","Borgs","pt","Borgs","dailymotion","_","4"
"7240","Borgs","ur","بورگس۔","youtube","_","0"
"7241","Borgs","ur","بورگس۔","youtube","_","1"
"7242","Borgs","ur","بورگس۔","youtube","_","2"
"7243","Borgs","ur","بورگس۔","youtube","_","3"
"7244","Borgs","ur","بورگس۔","youtube","_","4"
"7245","Borgs","ur","بورگس۔","dailymotion","_","0"
"7246","Borgs","ur","بورگس۔","dailymotion","_","1"
