"","topic","language","term","platform","link","link_nr"
"12470","Blockade in Gaza","id","Blokade di Gaza","youtube","Yu18B7lmgYQ","0"
"12471","Blockade in Gaza","id","Blokade di Gaza","youtube","OGVRTY7-46E","1"
"12472","Blockade in Gaza","id","Blokade di Gaza","youtube","CEjTHSd6h3s","2"
"12473","Blockade in Gaza","id","Blokade di Gaza","youtube","7rJo9orh4fw","3"
"12474","Blockade in Gaza","id","Blokade di Gaza","youtube","ViTJCPTmT4E","4"
"12475","Blockade in Gaza","id","Blokade di Gaza","dailymotion","x84qfkq","0"
"12476","Blockade in Gaza","id","Blokade di Gaza","dailymotion","x84py3k","1"
"12477","Blockade in Gaza","id","Blokade di Gaza","dailymotion","x84qj71","2"
"12478","Blockade in Gaza","id","Blokade di Gaza","dailymotion","x84q0dp","3"
"12479","Blockade in Gaza","id","Blokade di Gaza","dailymotion","x84qfum","4"
"12480","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","youtube","HDJSgODWqgg","0"
"12481","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","youtube","SKprQVKICt8","1"
"12482","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","youtube","s4Tcc_0JBbY","2"
"12483","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","youtube","-kOtmazCfbE","3"
"12484","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","youtube","-k84CHRlTI8","4"
"12485","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","dailymotion","x849vo2","0"
"12486","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","dailymotion","_","1"
"12487","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","dailymotion","_","2"
"12488","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","dailymotion","_","3"
"12489","Tightrope walker Eiffel Tower","en","Tightrope walker Eiffel Tower","dailymotion","_","4"
"12490","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","youtube","w0WCEtrD_iw","0"
"12491","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","youtube","cX53v4RtPXw","1"
"12492","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","youtube","6YhGhekCbfY","2"
"12493","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","youtube","617BWpQLoR8","3"
"12494","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","youtube","ropweexAV9c","4"
"12495","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","dailymotion","x84qfkq","0"
"12496","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","dailymotion","x84py3k","1"
"12497","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","dailymotion","x84qj71","2"
"12498","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","dailymotion","x84q0dp","3"
"12499","Tightrope walker Eiffel Tower","zh-cn","走钢丝的埃菲尔铁塔","dailymotion","x84qfum","4"
"12500","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","youtube","HDJSgODWqgg","0"
"12501","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","youtube","SKprQVKICt8","1"
"12502","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","youtube","s4Tcc_0JBbY","2"
"12503","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","youtube","_","3"
"12504","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","youtube","_","4"
"12505","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","dailymotion","x84qfkq","0"
"12506","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","dailymotion","x84py3k","1"
"12507","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","dailymotion","x84qj71","2"
"12508","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","dailymotion","x84q0dp","3"
"12509","Tightrope walker Eiffel Tower","hi","टाइट्रोप वॉकर एफिल टॉवर","dailymotion","x84qfum","4"
"12510","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","youtube","iPqSTlv_H5U","0"
"12511","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","youtube","2QQ3M8KSfsw","1"
"12512","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","youtube","fFGzp4VeiP8","2"
"12513","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","youtube","BZrhycRdLYk","3"
"12514","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","youtube","JfwbxoFxDbc","4"
"12515","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","dailymotion","x84qfkq","0"
"12516","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","dailymotion","x84py3k","1"
"12517","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","dailymotion","x84qj71","2"
"12518","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","dailymotion","x84q0dp","3"
"12519","Tightrope walker Eiffel Tower","es","Equilibrista Torre Eiffel","dailymotion","x84qfum","4"
"12520","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","youtube","9vX5PUOXQso","0"
"12521","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","youtube","X44DA_Onkhw","1"
"12522","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","youtube","5o9kz5G-Zio","2"
"12523","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","youtube","zuhr2DkflE4","3"
"12524","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","youtube","iTClvCf5OiM","4"
"12525","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","dailymotion","_","0"
"12526","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","dailymotion","_","1"
"12527","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","dailymotion","_","2"
"12528","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","dailymotion","_","3"
"12529","Tightrope walker Eiffel Tower","ar","مشدود على الحبل برج ايفل","dailymotion","_","4"
"12530","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","youtube","_","0"
"12531","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","youtube","_","1"
"12532","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","youtube","_","2"
"12533","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","youtube","_","3"
"12534","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","youtube","_","4"
"12535","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","dailymotion","x84qfkq","0"
"12536","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","dailymotion","x84py3k","1"
"12537","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","dailymotion","x84qj71","2"
"12538","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","dailymotion","x84q0dp","3"
"12539","Tightrope walker Eiffel Tower","bn","টাইট্রপ ওয়াকার আইফেল টাওয়ার","dailymotion","x84qfum","4"
"12540","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","youtube","z_qxvjJOhqE","0"
"12541","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","youtube","yBMEi7hcE0U","1"
"12542","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","youtube","xf_eYuY0yXU","2"
"12543","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","youtube","ZC8zM6NkWcQ","3"
"12544","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","youtube","0Mcd_QHRp3g","4"
"12545","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","dailymotion","x84chb2","0"
"12546","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","dailymotion","x84a0bf","1"
"12547","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","dailymotion","x84a4an","2"
"12548","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","dailymotion","x849l5j","3"
"12549","Tightrope walker Eiffel Tower","fr","Funambule Tour Eiffel","dailymotion","x849qyr","4"
"12550","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","youtube","Hp2hFk7Ble0","0"
"12551","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","youtube","bzxeTFLxlRs","1"
"12552","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","youtube","moOdcfQTuc0","2"
"12553","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","youtube","EcnDyL4tnEo","3"
"12554","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","youtube","WPYR3UEC_48","4"
"12555","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","dailymotion","x84qfkq","0"
"12556","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","dailymotion","x84py3k","1"
"12557","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","dailymotion","x84qj71","2"
"12558","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","dailymotion","x84q0dp","3"
"12559","Tightrope walker Eiffel Tower","ru","Канатоходец Эйфелева башня","dailymotion","x84qfum","4"
"12560","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","youtube","_","0"
"12561","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","youtube","_","1"
"12562","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","youtube","_","2"
"12563","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","youtube","_","3"
"12564","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","youtube","_","4"
"12565","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","dailymotion","x84qfkq","0"
"12566","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","dailymotion","x84py3k","1"
"12567","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","dailymotion","x84qj71","2"
"12568","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","dailymotion","x84q0dp","3"
"12569","Tightrope walker Eiffel Tower","pt","Equador na corda bamba Torre Eiffel","dailymotion","x84qfum","4"
"12570","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","youtube","HDJSgODWqgg","0"
"12571","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","youtube","SKprQVKICt8","1"
"12572","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","youtube","s4Tcc_0JBbY","2"
"12573","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","youtube","_","3"
"12574","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","youtube","_","4"
"12575","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","dailymotion","x84qfkq","0"
"12576","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","dailymotion","x84py3k","1"
"12577","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","dailymotion","x84qj71","2"
"12578","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","dailymotion","x84q0dp","3"
"12579","Tightrope walker Eiffel Tower","ur","ٹائٹروپ واکر ایفل ٹاور۔","dailymotion","x84qfum","4"
"12580","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","youtube","bqR6Ez_irCI","0"
"12581","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","youtube","43t7xdeUuM8","1"
"12582","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","youtube","6XROhhg2Vas","2"
"12583","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","youtube","_","3"
"12584","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","youtube","_","4"
"12585","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","dailymotion","x84qfkq","0"
"12586","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","dailymotion","x84py3k","1"
"12587","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","dailymotion","x84qj71","2"
"12588","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","dailymotion","x84q0dp","3"
"12589","Tightrope walker Eiffel Tower","de","Seiltänzer Eiffelturm","dailymotion","x84qfum","4"
"12590","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","youtube","19ERBTHAybc","0"
"12591","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","youtube","xg7JrENNtR8","1"
"12592","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","youtube","F2_apb-nm9Q","2"
"12593","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","youtube","iL6gAwH3Kok","3"
"12594","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","youtube","bfwz7dhHsqc","4"
"12595","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","dailymotion","x84qfkq","0"
"12596","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","dailymotion","x84py3k","1"
"12597","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","dailymotion","x84qj71","2"
"12598","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","dailymotion","x84q0dp","3"
"12599","Tightrope walker Eiffel Tower","jp","綱渡りエッフェル塔","dailymotion","x84qfum","4"
"12600","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","youtube","EkY9DVUsQSc","0"
"12601","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","youtube","_","1"
"12602","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","youtube","_","2"
"12603","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","youtube","_","3"
"12604","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","youtube","_","4"
"12605","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","dailymotion","x84qfkq","0"
"12606","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","dailymotion","x84py3k","1"
"12607","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","dailymotion","x84qj71","2"
"12608","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","dailymotion","x84q0dp","3"
"12609","Tightrope walker Eiffel Tower","id","Menara Eiffel pejalan kaki di atas tali","dailymotion","x84qfum","4"
"12610","The Met Gala","en","The Met Gala","youtube","PPbcXf3xfBs","0"
"12611","The Met Gala","en","The Met Gala","youtube","jlR-T42I18E","1"
"12612","The Met Gala","en","The Met Gala","youtube","EAp1piWU4pQ","2"
"12613","The Met Gala","en","The Met Gala","youtube","0db572l2FDI","3"
"12614","The Met Gala","en","The Met Gala","youtube","xNGjKp6p7vk","4"
"12615","The Met Gala","en","The Met Gala","dailymotion","x845usc","0"
"12616","The Met Gala","en","The Met Gala","dailymotion","x8465xs","1"
"12617","The Met Gala","en","The Met Gala","dailymotion","x848bi1","2"
"12618","The Met Gala","en","The Met Gala","dailymotion","x84nz0b","3"
"12619","The Met Gala","en","The Met Gala","dailymotion","x846a2q","4"
"12620","The Met Gala","zh-cn","大都会晚会","youtube","YyowVl2f0OA","0"
"12621","The Met Gala","zh-cn","大都会晚会","youtube","IKt-rSLnWo4","1"
"12622","The Met Gala","zh-cn","大都会晚会","youtube","YUjK7kaIrdw","2"
"12623","The Met Gala","zh-cn","大都会晚会","youtube","myM0LxZrnAc","3"
"12624","The Met Gala","zh-cn","大都会晚会","youtube","5x37had--8s","4"
"12625","The Met Gala","zh-cn","大都会晚会","dailymotion","x84qfkq","0"
"12626","The Met Gala","zh-cn","大都会晚会","dailymotion","x84py3k","1"
"12627","The Met Gala","zh-cn","大都会晚会","dailymotion","x84qj71","2"
"12628","The Met Gala","zh-cn","大都会晚会","dailymotion","x84q0dp","3"
"12629","The Met Gala","zh-cn","大都会晚会","dailymotion","x84qfum","4"
"12630","The Met Gala","hi","मेट गला","youtube","PPbcXf3xfBs","0"
"12631","The Met Gala","hi","मेट गला","youtube","nmjI3XEVSuc","1"
"12632","The Met Gala","hi","मेट गला","youtube","jlR-T42I18E","2"
"12633","The Met Gala","hi","मेट गला","youtube","IKHcsdulUws","3"
"12634","The Met Gala","hi","मेट गला","youtube","TR9XLjxq0sg","4"
"12635","The Met Gala","hi","मेट गला","dailymotion","x84qfkq","0"
"12636","The Met Gala","hi","मेट गला","dailymotion","x84py3k","1"
"12637","The Met Gala","hi","मेट गला","dailymotion","x84qj71","2"
"12638","The Met Gala","hi","मेट गला","dailymotion","x84q0dp","3"
"12639","The Met Gala","hi","मेट गला","dailymotion","x84qfum","4"
"12640","The Met Gala","es","La Met Gala","youtube","PPbcXf3xfBs","0"
"12641","The Met Gala","es","La Met Gala","youtube","sijJDNC0pKo","1"
"12642","The Met Gala","es","La Met Gala","youtube","0db572l2FDI","2"
"12643","The Met Gala","es","La Met Gala","youtube","VDr4-zEqCMk","3"
"12644","The Met Gala","es","La Met Gala","youtube","A0vu3IEMmP4","4"
"12645","The Met Gala","es","La Met Gala","dailymotion","x846prr","0"
"12646","The Met Gala","es","La Met Gala","dailymotion","x846m2q","1"
"12647","The Met Gala","es","La Met Gala","dailymotion","x846qny","2"
"12648","The Met Gala","es","La Met Gala","dailymotion","x845bfr","3"
"12649","The Met Gala","es","La Met Gala","dailymotion","x848l7f","4"
"12650","The Met Gala","ar","حفل ميت غالا","youtube","boCAhrlCppM","0"
"12651","The Met Gala","ar","حفل ميت غالا","youtube","Mb_AEfSUf9A","1"
"12652","The Met Gala","ar","حفل ميت غالا","youtube","fkB7rSwHbK0","2"
"12653","The Met Gala","ar","حفل ميت غالا","youtube","PPbcXf3xfBs","3"
"12654","The Met Gala","ar","حفل ميت غالا","youtube","W0-KlDqNSAg","4"
"12655","The Met Gala","ar","حفل ميت غالا","dailymotion","x84620x","0"
"12656","The Met Gala","ar","حفل ميت غالا","dailymotion","_","1"
"12657","The Met Gala","ar","حفل ميت غالا","dailymotion","_","2"
"12658","The Met Gala","ar","حفل ميت غالا","dailymotion","_","3"
"12659","The Met Gala","ar","حفل ميت غالا","dailymotion","_","4"
"12660","The Met Gala","bn","মেট গালা","youtube","jlR-T42I18E","0"
"12661","The Met Gala","bn","মেট গালা","youtube","nmjI3XEVSuc","1"
"12662","The Met Gala","bn","মেট গালা","youtube","NTe6zjYVBZ4","2"
"12663","The Met Gala","bn","মেট গালা","youtube","2-L_75jB8uU","3"
"12664","The Met Gala","bn","মেট গালা","youtube","DLsHMRcCR2c","4"
"12665","The Met Gala","bn","মেট গালা","dailymotion","x84qfkq","0"
"12666","The Met Gala","bn","মেট গালা","dailymotion","x84py3k","1"
"12667","The Met Gala","bn","মেট গালা","dailymotion","x84qj71","2"
"12668","The Met Gala","bn","মেট গালা","dailymotion","x84q0dp","3"
"12669","The Met Gala","bn","মেট গালা","dailymotion","x84qfum","4"
"12670","The Met Gala","fr","Le gala du Met","youtube","PPbcXf3xfBs","0"
"12671","The Met Gala","fr","Le gala du Met","youtube","jUpIU6_ugIk","1"
"12672","The Met Gala","fr","Le gala du Met","youtube","f7DgAc3h-wo","2"
"12673","The Met Gala","fr","Le gala du Met","youtube","irbWkRS3KuQ","3"
"12674","The Met Gala","fr","Le gala du Met","youtube","QtT1XLdv2wk","4"
"12675","The Met Gala","fr","Le gala du Met","dailymotion","x845lds","0"
"12676","The Met Gala","fr","Le gala du Met","dailymotion","x8459vq","1"
"12677","The Met Gala","fr","Le gala du Met","dailymotion","x84aph7","2"
"12678","The Met Gala","fr","Le gala du Met","dailymotion","x846qnc","3"
"12679","The Met Gala","fr","Le gala du Met","dailymotion","x846pep","4"
"12680","The Met Gala","ru","Met Gala","youtube","PPbcXf3xfBs","0"
"12681","The Met Gala","ru","Met Gala","youtube","jlR-T42I18E","1"
"12682","The Met Gala","ru","Met Gala","youtube","0db572l2FDI","2"
"12683","The Met Gala","ru","Met Gala","youtube","EAp1piWU4pQ","3"
"12684","The Met Gala","ru","Met Gala","youtube","nmjI3XEVSuc","4"
"12685","The Met Gala","ru","Met Gala","dailymotion","x84kfvu","0"
"12686","The Met Gala","ru","Met Gala","dailymotion","x845usc","1"
"12687","The Met Gala","ru","Met Gala","dailymotion","x84jmaa","2"
"12688","The Met Gala","ru","Met Gala","dailymotion","x844nsg","3"
"12689","The Met Gala","ru","Met Gala","dailymotion","x84934f","4"
"12690","The Met Gala","pt","The Met Gala","youtube","PPbcXf3xfBs","0"
"12691","The Met Gala","pt","The Met Gala","youtube","jlR-T42I18E","1"
"12692","The Met Gala","pt","The Met Gala","youtube","EAp1piWU4pQ","2"
"12693","The Met Gala","pt","The Met Gala","youtube","0db572l2FDI","3"
"12694","The Met Gala","pt","The Met Gala","youtube","xNGjKp6p7vk","4"
"12695","The Met Gala","pt","The Met Gala","dailymotion","x845usc","0"
"12696","The Met Gala","pt","The Met Gala","dailymotion","x8465xs","1"
"12697","The Met Gala","pt","The Met Gala","dailymotion","x848bi1","2"
"12698","The Met Gala","pt","The Met Gala","dailymotion","x84nz0b","3"
"12699","The Met Gala","pt","The Met Gala","dailymotion","x846a2q","4"
"12700","The Met Gala","ur","میٹ گالا۔","youtube","PPbcXf3xfBs","0"
"12701","The Met Gala","ur","میٹ گالا۔","youtube","nmjI3XEVSuc","1"
"12702","The Met Gala","ur","میٹ گالا۔","youtube","jlR-T42I18E","2"
"12703","The Met Gala","ur","میٹ گالا۔","youtube","PP7ukD8_G-k","3"
"12704","The Met Gala","ur","میٹ گالا۔","youtube","_","4"
"12705","The Met Gala","ur","میٹ گالا۔","dailymotion","x84qfkq","0"
"12706","The Met Gala","ur","میٹ گالا۔","dailymotion","x84py3k","1"
"12707","The Met Gala","ur","میٹ گالا۔","dailymotion","x84qj71","2"
"12708","The Met Gala","ur","میٹ گالا۔","dailymotion","x84q0dp","3"
"12709","The Met Gala","ur","میٹ گالا۔","dailymotion","x84qfum","4"
"12710","The Met Gala","de","Die Met Gala","youtube","PPbcXf3xfBs","0"
"12711","The Met Gala","de","Die Met Gala","youtube","rlOxUwLy-ok","1"
"12712","The Met Gala","de","Die Met Gala","youtube","JB6brJpnQlo","2"
"12713","The Met Gala","de","Die Met Gala","youtube","qznlmg5-m0k","3"
"12714","The Met Gala","de","Die Met Gala","youtube","5lkV49DySCI","4"
"12715","The Met Gala","de","Die Met Gala","dailymotion","x847i3v","0"
"12716","The Met Gala","de","Die Met Gala","dailymotion","x847i2r","1"
"12717","The Met Gala","de","Die Met Gala","dailymotion","x845kk9","2"
"12718","The Met Gala","de","Die Met Gala","dailymotion","_","3"
"12719","The Met Gala","de","Die Met Gala","dailymotion","_","4"
"12720","The Met Gala","jp","メットガラ","youtube","p5Tfxr-HUiY","0"
"12721","The Met Gala","jp","メットガラ","youtube","PPbcXf3xfBs","1"
"12722","The Met Gala","jp","メットガラ","youtube","MOXAcYWwGxI","2"
"12723","The Met Gala","jp","メットガラ","youtube","onaDsw-k71Q","3"
"12724","The Met Gala","jp","メットガラ","youtube","zptZ5QbGqEY","4"
"12725","The Met Gala","jp","メットガラ","dailymotion","x8460w3","0"
"12726","The Met Gala","jp","メットガラ","dailymotion","x84841u","1"
"12727","The Met Gala","jp","メットガラ","dailymotion","x8460vw","2"
"12728","The Met Gala","jp","メットガラ","dailymotion","_","3"
"12729","The Met Gala","jp","メットガラ","dailymotion","_","4"
"12730","The Met Gala","id","Gala Met","youtube","PPbcXf3xfBs","0"
"12731","The Met Gala","id","Gala Met","youtube","sijJDNC0pKo","1"
"12732","The Met Gala","id","Gala Met","youtube","n9-LWzrty28","2"
"12733","The Met Gala","id","Gala Met","youtube","0db572l2FDI","3"
"12734","The Met Gala","id","Gala Met","youtube","IYCljPBES3c","4"
"12735","The Met Gala","id","Gala Met","dailymotion","x84kfvu","0"
"12736","The Met Gala","id","Gala Met","dailymotion","x845usc","1"
"12737","The Met Gala","id","Gala Met","dailymotion","x84jmaa","2"
"12738","The Met Gala","id","Gala Met","dailymotion","x844nsg","3"
"12739","The Met Gala","id","Gala Met","dailymotion","x84934f","4"
"12740","Pivoting dancer","en","Pivoting dancer","youtube","UWRK6Cs_J9g","0"
"12741","Pivoting dancer","en","Pivoting dancer","youtube","F0FnjXqmvJA","1"
"12742","Pivoting dancer","en","Pivoting dancer","youtube","bLxxfXH5ttU","2"
"12743","Pivoting dancer","en","Pivoting dancer","youtube","01ChjP93uLs","3"
"12744","Pivoting dancer","en","Pivoting dancer","youtube","cIbMCRFL2CA","4"
"12745","Pivoting dancer","en","Pivoting dancer","dailymotion","x84qfkq","0"
"12746","Pivoting dancer","en","Pivoting dancer","dailymotion","x84py3k","1"
"12747","Pivoting dancer","en","Pivoting dancer","dailymotion","x84qj71","2"
"12748","Pivoting dancer","en","Pivoting dancer","dailymotion","x84q0dp","3"
"12749","Pivoting dancer","en","Pivoting dancer","dailymotion","x84qfum","4"
"12750","Pivoting dancer","zh-cn","旋转舞者","youtube","_5x0opwUnc0","0"
"12751","Pivoting dancer","zh-cn","旋转舞者","youtube","n3n1dtQtm8I","1"
"12752","Pivoting dancer","zh-cn","旋转舞者","youtube","GJn8TCAqcH8","2"
"12753","Pivoting dancer","zh-cn","旋转舞者","youtube","m5mu6Kszqqo","3"
"12754","Pivoting dancer","zh-cn","旋转舞者","youtube","tE6fXSvvzSY","4"
"12755","Pivoting dancer","zh-cn","旋转舞者","dailymotion","x84qfkq","0"
"12756","Pivoting dancer","zh-cn","旋转舞者","dailymotion","x84py3k","1"
"12757","Pivoting dancer","zh-cn","旋转舞者","dailymotion","x84qj71","2"
"12758","Pivoting dancer","zh-cn","旋转舞者","dailymotion","x84q0dp","3"
"12759","Pivoting dancer","zh-cn","旋转舞者","dailymotion","x84qfum","4"
"12760","Pivoting dancer","hi","पिवोटिंग डांसर","youtube","MInwXlCG6_8","0"
"12761","Pivoting dancer","hi","पिवोटिंग डांसर","youtube","jd6f-7JwVa0","1"
"12762","Pivoting dancer","hi","पिवोटिंग डांसर","youtube","GCUQBDo9Q-Y","2"
"12763","Pivoting dancer","hi","पिवोटिंग डांसर","youtube","ABQniG8aFqU","3"
"12764","Pivoting dancer","hi","पिवोटिंग डांसर","youtube","gutynoBdjLU","4"
"12765","Pivoting dancer","hi","पिवोटिंग डांसर","dailymotion","x84qfkq","0"
"12766","Pivoting dancer","hi","पिवोटिंग डांसर","dailymotion","x84py3k","1"
"12767","Pivoting dancer","hi","पिवोटिंग डांसर","dailymotion","x84qj71","2"
"12768","Pivoting dancer","hi","पिवोटिंग डांसर","dailymotion","x84q0dp","3"
"12769","Pivoting dancer","hi","पिवोटिंग डांसर","dailymotion","x84qfum","4"
"12770","Pivoting dancer","es","Bailarina pivotante","youtube","_","0"
"12771","Pivoting dancer","es","Bailarina pivotante","youtube","_","1"
